Symbol	human_colon_Untr._24h_1	human_colon_Untr._24h_2	human_colon_Untr._24h_3	human_colon_Untr._72h_1	human_colon_Untr._72h_2	human_colon_Untr._72h_3	human_colon_X1000uM_24h_1	human_colon_X1000uM_24h_2	human_colon_X1000uM_24h_3	human_colon_X1000uM_72h_1	human_colon_X1000uM_72h_2	human_colon_X1000uM_72h_3
ADAM32	5.106753523	4.957764574	5.172772207	5.091440481	4.832911933	4.943862987	5.426681884	5.634046531	5.843827215	5.469643712	5.458817842	5.593237891
ADAM8	8.278617567	8.729523596	8.379610554	9.327469899	9.453634776	9.359474526	7.147985976	7.272948488	7.330158352	7.006673111	7.277719755	7.084253106
ADAM9	10.33173658	10.47979741	10.45014993	10.29437804	10.19420752	10.19970662	10.39803599	10.58166202	10.46740033	11.10750279	11.31874281	11.13266985
ADAMTS13	5.500707529	5.474374065	5.791177724	5.976983608	5.686152874	5.838460755	5.467486163	5.411540945	5.54895668	4.687997995	4.407571918	5.065851511
ADAMTS14	6.459731492	6.527212824	6.578945777	7.24425328	7.098707973	7.103012982	5.467486163	5.347832225	5.865372211	4.579539608	4.407571918	5.274396163
ADAMTS17	5.184592927	5.087114367	5.372023384	5.630755746	5.59564035	5.655342286	5.384229241	5.582488047	5.183881295	5.164091219	5.426478946	5.242731868
ADAMTS9	5.553873772	5.984459127	6.279544152	5.899292206	5.873521984	5.838460755	6.253250667	5.582488047	5.821891384	6.40891866	5.943573992	5.877346812
ADAMTSL3	5.385774782	5.199507456	5.27748576	5.35811043	5.267802674	5.28087658	6.001166312	5.730677538	6.098261134	6.026175594	5.026732926	5.763863868
ADAMTSL4	7.966562348	7.780307003	7.979756237	8.593185958	8.5234313	8.854391563	5.975559305	5.903038415	6.339897176	5.469643712	5.810939892	5.391798299
ADAMTSL4-AS1	4.512620037	4.80212727	5.208983246	4.753213876	4.56319364	5.094575451	4.880003691	4.521522248	4.842721268	4.579539608	4.090695132	4.090695132
ADAMTSL5	7.746304087	7.351942661	7.539367726	7.431013736	7.646944105	7.759986152	7.012080327	6.815427799	6.907503376	5.610994151	6.100864068	5.859159072
ADAP1	10.51945791	10.34441082	10.3765352	10.44643767	10.55058666	10.42759319	10.57561894	10.43939463	10.60243901	9.459788377	9.682750912	9.466458524
ADAR	11.02230291	11.06229487	11.04591716	11.09240506	10.99837768	10.98466015	11.38439891	11.4104327	11.33050111	11.45271114	11.45391261	11.47042339
ADARB1	7.180785365	7.192234058	7.071438599	7.415493111	7.367048823	7.528520721	5.975559305	6.368201646	5.967747966	5.95372857	5.964350019	6.092256185
ADAT1	7.294448548	7.160158895	7.140105686	6.907223059	6.791102613	7.049706127	6.861465904	7.436539705	7.256717659	6.960819105	6.699144524	6.6016474
ADAT2	6.790638483	6.925169338	7.191279399	6.972926589	6.778745311	7.076613722	6.074996225	6.054094336	6.264227739	5.577312954	5.165563051	5.242731868
ADAT3	5.553873772	5.299760611	5.372023384	5.277216079	5.023583329	5.48438402	5.506791116	5.411540945	5.223182633	4.858244659	4.859320025	4.495097737
ADCK1	6.866851919	6.527212824	6.737089988	6.671351025	6.578601815	6.66015885	6.253250667	6.220625963	6.368988915	6.373514405	6.044158294	6.249385934
ADCK2	7.632728464	7.274351485	7.511035295	7.431013736	7.469145461	7.499213708	6.692397562	6.220625963	6.383298589	6.58848167	6.321249168	6.029971875
ADCK5	6.601904418	6.492535793	6.66556553	6.671351025	6.634910753	6.507825623	6.144766107	5.52843741	5.865372211	5.164091219	5.247485497	4.939096156
ADCY1	5.98283626	5.958220021	5.890204514	5.630755746	5.530990977	5.61498731	4.95325867	4.943101596	5.006732712	4.090695132	5.165563051	5.242731868
ADCY10	4.512620037	4.090695132	4.600762748	4.090695132	4.090695132	4.47667535	5.293642194	4.831519287	5.491406756	6.662824281	6.523419676	6.681849864
ADCY3	8.278617567	8.221118234	8.484709355	8.31740099	8.34630301	8.133741447	6.499396682	6.220625963	5.865372211	5.214036022	5.607442254	5.391798299
ADCY4	5.44479934	5.474374065	5.401673785	5.781487071	5.686152874	5.387645177	5.7796275	6.018007566	5.865372211	6.13837539	6.024677178	6.538223451
ADCY6	8.914654297	9.053553983	8.910175793	9.053787967	9.033468458	8.98952671	8.693507447	8.567043778	8.73883008	8.241762885	8.389141807	8.626281681
ADCY7	5.604602837	5.346279751	5.96401822	5.630755746	5.848485335	5.655342286	5.616904635	5.206758235	5.297229909	4.929586551	4.720705535	5.065851511
ADCY9	7.224492753	6.83254671	7.198439931	7.26755311	7.108530214	7.428376882	6.615288637	6.574741584	6.676205515	6.299731946	5.810939892	6.289131215
ADD1	10.29005685	10.30275662	10.30469999	10.33170613	10.3233823	10.28872841	10.49531939	10.34575266	10.41581586	10.47199716	10.38118338	10.45288482
ADD3	8.590851455	8.949325142	9.003975004	9.12171777	9.198919564	9.169525169	8.925591877	9.048461452	8.900264741	9.229817988	8.993478182	9.119981554
ADGRA3	8.781256555	8.743844978	8.975442632	8.907483316	8.763113123	8.943478881	8.595326806	8.679242028	8.475946794	8.52375332	8.64004844	8.328888561
ADGRB2	5.500707529	5.904013044	5.485901303	6.481132563	6.179557462	6.312859472	4.95325867	5.279841659	5.09981304	5.822652337	5.810939892	5.964444331
ADGRE5	9.789554115	9.752220837	9.958585787	9.742296599	9.941667062	9.673223913	10.28042869	10.05527902	9.955196993	10.17074869	10.28996247	10.11874571
ADGRF1	7.308032149	7.047605072	7.226722547	7.089157692	6.942422401	7.076613722	7.573276364	8.196301478	8.133698606	8.149125958	8.301039224	8.055880415
ADGRF4	5.323164911	5.43339271	5.588874797	5.35811043	5.267802674	5.437122195	6.210940071	6.711243102	6.310150004	7.647478655	7.277719755	7.175807327
ADGRG1	10.38655459	10.26110685	10.27242463	10.38528962	10.3181814	10.30561212	11.20749903	10.9124868	11.11126428	11.25236898	11.34048646	11.40310142
ADGRG5	6.355812135	6.304206713	6.462235378	6.511429652	6.426606992	6.111377705	5.506791116	5.411540945	5.33225492	5.391365282	5.458817842	5.02575845
ADGRG6	8.962185157	8.921257318	9.107140656	8.721839659	8.719532148	8.925368352	9.08425565	9.010386184	8.793822755	8.52375332	8.399783813	8.583762697
ADGRL1	8.819308268	8.621194529	8.788897345	8.719752291	8.64826196	8.571799103	7.200937544	7.054433021	7.202929761	6.889068659	7.172947434	7.196112315
ADGRL3	5.82925913	6.438780096	6.26547359	6.470879643	6.607048303	6.44595198	5.838904024	4.943101596	5.260915161	4.579539608	4.090695132	5.065851511
ADH5	9.032687156	8.961626162	9.027989123	8.973766162	9.221395525	9.080701732	9.227157784	9.293573425	9.238889912	9.408269679	9.259616345	9.400347557
ADHFE1	5.787629778	5.817915021	6.099710345	6.318387798	6.236558287	6.312859472	6.001166312	5.347832225	5.681040683	5.26146028	5.520704727	5.419151979
ADI1	9.750741247	9.603274381	9.375436586	9.33702479	9.230288616	9.244452281	9.130791109	9.265120539	8.864021366	9.708331897	9.63111094	9.729616905
ADIPOR1	10.58985037	10.63554693	10.62024286	10.85906024	10.8798431	10.76423517	11.24154494	11.24284995	11.14685243	12.06214506	12.11907399	12.02826082
ADIPOR2	9.122888625	9.296202395	9.131355391	9.057096436	8.906019381	9.074142516	8.947173172	8.949080649	9.167361764	9.026088189	9.005123851	8.878778118
ADIRF	10.52808866	10.57184734	10.04146907	10.52492938	10.75915661	10.56597893	10.27678442	10.73466985	10.6443071	9.136628759	9.517056021	9.580094115
ADK	6.27214337	6.060029767	5.588874797	6.006748425	5.92210492	6.240914072	5.949414775	6.368201646	6.411463507	6.57311171	6.916511862	6.222200587
ADM	7.832932884	8.403794232	7.846014397	8.141148095	7.914329872	7.718301363	7.76706245	8.482943711	8.553921433	8.082104681	8.689998342	8.778160662
ADM2	5.98283626	6.363562037	5.96401822	6.234985984	6.326351367	6.424675053	5.467486163	5.040396794	5.753565588	4.929586551	5.490204496	4.585184197
ADM5	5.184592927	4.957764574	5.011115303	5.219320157	5.129383055	5.094575451	5.467486163	5.279841659	5.183881295	5.50672551	5.83407577	6.340319393
ADNP	8.476359533	8.628933325	8.659010888	8.870341647	8.872312091	8.914391622	8.764717132	8.695341243	8.905028946	9.026088189	8.965138048	8.919548152
ADNP2	7.611067465	7.828336824	8.024356733	8.037455331	7.974020619	7.847614932	7.962142753	8.019637782	7.965500539	8.055468036	7.798215315	8.109866768
ADO	7.775769155	7.708757547	7.752563533	7.800394256	7.57144107	7.648958033	8.084403554	8.019637782	7.800749765	7.943665662	7.941437327	7.812561177
ADORA2B	9.627608619	9.48263941	9.624008569	9.417711245	9.451735396	9.244452281	8.535475458	8.240927288	8.678870223	7.431447741	7.086669789	7.091512288
ADPGK	8.312412469	8.452606841	8.434621404	8.153597182	8.04655483	8.082224908	7.828436418	7.885318586	8.075568426	8.028326124	7.835390611	7.842682788
ADPRHL1	6.866851919	6.83254671	6.805066782	7.055965687	7.300343903	7.116028095	8.686188617	8.400179347	8.386688656	7.822366954	7.941437327	7.759396075
ADPRHL2	7.50928386	7.478244856	7.464491517	7.471588656	7.646944105	7.28659371	7.968207933	7.628850015	7.753756227	7.737605288	7.88687227	7.759396075
ADPRM	6.355812135	6.456939527	6.412552235	6.396819536	6.504751386	6.312859472	6.167203229	6.574741584	6.917149056	6.787218284	6.833632064	7.062246553
ADRA2A	11.51511241	11.36252265	11.65560149	11.29320673	11.36149874	11.25472945	10.57561894	10.26727496	10.02681758	7.89637542	7.896949501	8.102785147
ADRB2	6.484494542	6.509986041	6.795559168	6.846084228	6.688981017	6.780763882	6.12193009	6.251500777	6.043972743	6.40891866	6.190115166	6.107361338
ADRM1	9.478189159	8.91810461	9.122090157	9.107428744	9.28679274	9.106643818	9.739109679	9.411843327	9.375533496	10.0045226	10.03123516	9.865077554
ADSL	9.096029258	8.943134982	9.205162368	9.042148083	9.0435969	9.093731198	8.819250527	8.763093884	8.709162662	8.519868924	8.488852518	8.241390043
ADSS1	5.323164911	5.250941047	5.135070537	5.547235121	5.742775789	5.655342286	5.193847979	5.634046531	5.821891384	5.765970172	5.579273902	6.12228985
ADSS2	7.224492753	7.332941409	7.247567227	7.17811334	6.920192454	6.845205485	6.707309826	6.526008615	6.732295871	6.40891866	6.651212332	6.352811817
AEBP2	5.604602837	6.010157812	5.890204514	6.09203663	6.013889143	6.265337844	5.651332531	5.347832225	5.753565588	5.978347744	5.520704727	5.702787334
AEN	8.390412917	8.00576228	8.059841164	8.096703763	7.99512279	7.743458324	9.803013362	9.600127508	9.489279741	9.996174728	10.07495218	9.926318624
AFAP1	9.012307282	9.137254808	9.133201305	9.200115295	9.023268255	9.113056963	8.931791054	8.700667837	8.780918697	9.380733831	9.541240196	9.519103718
AFAP1L2	7.165908541	7.425490129	7.226722547	7.190372738	7.06882039	7.275073482	6.074996225	6.526008615	6.295020471	6.391334467	5.661759489	6.092256185
AFDN	9.411308309	9.645792445	9.661567689	9.58053065	9.520396748	9.767659165	9.842999417	9.976341332	10.1136707	10.17198441	10.02781677	10.04427467
AFF1	9.37985045	9.567529076	9.610826837	9.597662604	9.603148196	9.699017684	9.615649786	9.44392518	9.60204863	9.771660549	9.640095933	9.750087983
AFF4	9.492965983	9.655283193	9.693178859	9.483096545	9.481829082	9.724358005	10.2044555	10.15551808	10.07512721	10.41051307	10.23173118	10.35903258
AFG1L	5.699717252	5.62442178	5.310003152	5.833388314	5.6266169	5.61498731	5.809632091	5.582488047	4.901491295	4.994755799	5.026732926	5.242731868
AFG3L1P	6.730574567	6.456939527	6.869845361	6.617035562	6.715233683	6.678052974	6.1892565	6.368201646	7.02795639	6.633573223	6.482598801	6.672079028
AFG3L2	7.84224134	8.086846651	7.894917304	7.751972639	7.712268845	7.701279706	6.874661272	6.912285574	7.358496045	6.889068659	6.985176747	7.141298631
AFMID	8.403010547	8.291155438	8.379610554	8.342065283	8.64826196	8.604060509	8.171012463	8.086428523	8.104928526	8.174090645	8.528169119	8.419916913
AFTPH	7.695799376	7.701400864	7.642150955	7.718752547	7.506532508	7.870608152	7.925200961	7.903974309	7.851210348	8.237033697	8.145215618	8.247820117
AGA	5.82925913	6.060029767	6.162478286	5.946490255	6.07856753	5.904514675	7.058866524	7.384087126	6.754104119	7.196196589	7.316027095	7.120178057
AGAP1	9.008196456	9.218920069	9.251779931	9.418997046	9.373631036	9.388833208	8.009958633	7.547901645	7.774833746	7.414680001	7.396811406	7.348790314
AGAP2-AS1	5.908448421	5.62442178	5.811644608	5.946490255	5.96884354	6.138347899	5.544724504	5.206758235	5.09981304	5.50672551	5.490204496	5.522007454
AGAP3	8.172173177	7.801089608	8.105825179	8.090240433	8.010747523	7.937446227	7.448137685	7.183432059	7.21074091	6.889068659	6.756789584	7.017164592
AGAP4	7.266882025	6.963044737	6.923051838	7.082582064	7.088816272	6.965720466	6.821106188	6.912285574	6.973656146	7.05106557	7.156111702	7.162105584
AGAP5	6.382563227	6.363562037	6.601124138	6.439641264	6.326351367	6.111377705	6.499396682	6.475446467	7.02795639	6.691460896	6.549961828	6.262768994
AGAP6	6.790638483	6.790867234	6.948908343	6.899726795	6.942422401	6.906772829	7.12623248	6.795213105	6.926728094	6.983935	7.269931685	7.162105584
AGAP9	6.434501645	6.363562037	6.601124138	6.501406335	6.607048303	6.466895488	6.821106188	6.550594921	6.721260246	6.57311171	6.044158294	6.652324837
AGBL2	5.323164911	5.390753509	5.538592003	5.630755746	5.497186016	5.094575451	4.798395143	4.831519287	5.398859729	4.858244659	4.53793491	4.377117448
AGBL5	8.761846436	8.779036664	8.80520748	9.32472825	9.256643119	9.29043781	8.506668001	8.432578845	8.433662717	8.232288857	8.301039224	8.251024372
AGER	5.184592927	5.299760611	5.538592003	5.480178915	5.65677107	5.694325053	5.975559305	6.368201646	6.339897176	6.525924685	5.964350019	6.401635516
AGFG1	8.892519268	8.943134982	9.080599644	8.887174133	8.644936922	8.888448881	9.76188652	9.77925862	9.702535536	10.23954714	10.15338141	10.09937796
AGFG2	8.396725553	8.174217245	8.401254874	8.413612165	8.583732144	8.345068605	7.82174608	7.757722043	7.885500194	7.363149461	7.737765067	7.555929272
AGGF1	7.746304087	7.617862655	7.505300238	7.693318803	7.606258751	7.692691941	8.07319957	8.537570016	8.113207704	8.765934031	8.914159077	8.459207415
AGK	8.458370571	8.195251861	8.325645282	8.272478049	8.248802911	8.445197592	7.339397331	7.523899637	7.743099384	7.040099224	7.104355891	7.29345739
AGL	6.646157947	6.594001741	6.737089988	6.715017905	6.662213937	6.695715543	5.809632091	5.980853245	5.886541986	6.201257696	6.063343329	6.137046232
AGMAT	7.12030684	6.594001741	6.696678137	6.021369642	6.119924023	5.838460755	6.481996389	6.930869508	6.888008187	5.542584109	5.7387148	5.569998421
AGO1	8.756952699	8.873225732	8.814445194	8.920259688	8.941666103	8.865833805	8.682515184	8.531602005	8.541726427	8.709105295	8.77955926	8.791404153
AGO2	9.363860154	9.315490964	9.56371759	9.28296481	9.288922329	9.407209265	9.514031125	9.533116454	9.620979297	9.2765457	9.144316556	9.3370853
AGO3	6.829271531	6.873003816	7.007432504	6.951369036	6.791102613	6.980074612	7.281716082	7.370664109	7.41352065	7.777353223	7.668754834	7.732050806
AGO4	7.294448548	7.617862655	7.673122908	7.549410507	7.692984353	7.768178726	7.394813008	7.24373831	7.41352065	6.773941017	6.865296917	7.105918581
AGPAT1	11.01003351	10.87767239	10.88119001	10.93243547	11.05199055	10.96973293	10.76959236	10.62426365	10.72187032	10.142031	10.25335663	10.35086671
AGPAT2	9.979864363	9.962523487	9.884950329	10.01727947	10.05856475	9.899564811	9.027510071	9.048461452	8.930953824	7.363149461	7.418064699	7.612095498
AGPAT3	9.864179023	9.988281337	9.86065899	9.899746668	9.755631875	9.927105543	9.841355287	9.421543106	9.95060035	10.42820131	10.21679841	10.27991516
AGPAT4	5.946201033	5.787794666	6.099710345	5.961830508	5.945694818	6.055663557	5.949414775	5.776150229	5.865372211	6.221556793	5.879059763	5.947509855
AGPAT5	6.750889261	6.818793148	6.887808985	6.68019678	6.474038421	6.487516562	6.938815087	6.835350261	7.105637861	6.800368625	7.077742134	6.820617772
AGPS	7.795079474	7.744981418	7.713397198	7.515887795	7.453909898	7.275073482	6.631063737	6.550594921	7.218508874	7.254075243	6.965902033	7.062246553
AGR2	12.09521829	12.0725816	12.11888152	12.03435531	12.25292388	12.21334865	13.75429546	13.50549832	13.46436188	13.78138076	13.84077484	13.4284399
AGR3	5.787629778	5.93141416	5.683172463	6.184818379	6.119924023	5.529659218	7.439388655	7.002814041	7.080220946	8.05008069	8.186813771	8.208799772
AGRN	11.38418314	11.23166534	11.24325736	11.47192054	11.49929034	11.39278666	10.69783083	10.52882138	10.67527764	9.980743621	10.04820661	10.14044331
AGTPBP1	6.328508937	6.438780096	6.66556553	6.814469352	6.621050945	6.507825623	6.144766107	5.776150229	5.907351154	6.733321345	6.352081877	6.43711144
AGTRAP	8.585338447	8.381045839	8.315907662	8.439231413	8.516167766	8.366736722	8.398793534	8.380382709	8.145853874	7.156241845	7.375233663	7.024780171
AHCTF1	7.485638072	7.821573662	7.733114988	7.747862249	7.756275624	7.709815973	7.815024214	7.778110813	7.875786855	8.169132391	8.080461276	8.188883853
AHCY	11.55154633	11.37290997	11.5463461	11.6345148	11.72235492	11.60993986	11.58923912	11.36342768	11.41674362	11.17745396	11.16544431	11.03875719
AHCYL1	9.564659349	9.82634359	9.629247692	9.663139374	9.606566295	9.640318753	9.556745266	9.764094225	9.722897579	9.952256834	9.857260535	9.878568973
AHCYL2	9.829678985	9.992779456	9.696926034	8.966745853	8.947072686	9.415013538	9.5098963	9.771696362	9.816821055	8.830037797	8.962750989	9.179919953
AHDC1	8.819308268	9.036213674	9.022023043	9.280137056	9.112568469	9.250281399	8.547646841	8.406718012	8.485530344	8.342043991	8.323577244	8.492049944
AHI1	5.946201033	6.220647147	6.131478512	6.105709774	5.991569307	6.240914072	5.809632091	6.08917982	5.843827215	6.318568111	6.11921796	5.947509855
AHNAK	13.89565733	14.42798724	14.38648972	14.12423219	14.09666917	14.23955924	14.26608572	14.39018254	14.46747497	13.95773927	13.82371412	14.01262305
AHNAK2	11.38259782	11.54506653	11.84895741	11.65237997	11.77302474	11.81887014	10.01474591	9.707085427	9.738982627	9.023349997	9.114526852	8.872561747
AHR	9.138014855	9.378746791	9.332711163	9.217957712	9.076030727	9.258981083	9.457184368	9.571374298	9.613727666	9.786260576	9.928655315	9.759093755
AHSA1	8.517477724	8.504030126	8.574501387	8.344779769	8.329815536	8.2894218	8.489943432	8.64096091	8.169859262	8.359546971	8.657876658	8.486628082
AHSA2P	7.057097279	7.379973465	7.567145393	7.378601727	7.248158383	7.417961624	6.428397174	6.339981422	6.710134962	6.026175594	5.634924613	6.092256185
AHSG	4.816421725	5.787794666	4.808379451	4.853528149	4.56319364	5.094575451	6.913508815	7.136438951	7.146999754	4.579539608	5.075529457	4.090695132
AIDA	8.088759483	8.058412539	7.877327651	7.812246983	7.897608229	7.90812588	8.11203576	8.262729809	8.001652244	8.613960844	8.441580007	8.396972771
AIF1L	7.007738758	6.747885641	7.147531549	7.171943246	6.931351946	7.076613722	4.798395143	4.831519287	5.054559299	5.164091219	5.121691195	4.939096156
AIFM1	7.577943912	7.303950852	7.511035295	7.108701076	7.088816272	6.951216546	7.348785626	7.535951404	7.301239728	7.647478655	7.644987123	7.718178755
AIFM2	7.449412509	7.794195678	7.631675232	7.55884472	7.407193727	7.726736487	7.532778263	7.152278962	7.330158352	6.949115382	7.050611692	6.90592299
AIFM3	5.98283626	6.010157812	5.96401822	5.727218056	5.96884354	5.804031399	5.139661419	4.090695132	5.006732712	4.687997995	5.075529457	5.065851511
