Symbol	mouse_inviro_colon_Untr_24hr_1	mouse_inviro_colon_Untr_24hr_2	mouse_inviro_colon_Untr_24hr_3	mouse_inviro_colon_Untr_72hr_1	mouse_inviro_colon_Untr_72hr_2	mouse_inviro_colon_Untr_72hr_3	mouse_inviro_colon_X1000_24hr_1	mouse_inviro_colon_X1000_24hr_2	mouse_inviro_colon_X1000_24hr_3	mouse_inviro_colon_X1000_72hr_1	mouse_inviro_colon_X1000_72hr_2	mouse_inviro_colon_X1000_72hr_3
RAD51AP1	268.87379999792	165.466764647953	212.336588959598	26.8861598673829	56.887287650783	47.5158716636545	0	0	0	39.5717468182106	51.2341730565773	28.8219627873344
RAD51B	36.3945198892213	37.2300220457895	10.2507318808082	0.995783698791958	25.8578580230832	4.94956996496401	0	0	0	2.1390133415249	0	3.45863553448013
RAD51C	9.65568895020156	30.6113514598713	23.4302442989902	7.96626959033567	10.3431432092333	10.8890539229208	15.4444790860444	0	0	7.48654669533714	0	16.1402991609073
RAD51D	433.763257455208	409.530242503684	477.391227591925	270.853166071413	223.411893319439	237.579358318273	279.545071457404	340.085341916072	321.296635405093	216.040347494015	278.446592698789	201.753739511341
RAD52	127.009446960344	108.380730844409	99.5785382707082	98.5825861804039	89.9853459203295	136.608131033007	111.972473373822	61.1090848755442	87.1735057300641	94.1165870270955	86.8753369220223	64.5611966436291
RAD54B	52.7349165741777	69.4960411521403	94.4531723303041	28.8777272649668	34.1323725904698	7.91931194394242	0	0	11.6231340973419	31.015693452111	34.5273774946499	24.2104487413609
RAD54L	301.554593367833	251.509482264889	305.325371021216	54.7681034335577	92.0539745621761	53.4553556216113	0	0	22.4160443305879	58.8228668919347	76.8512595848659	55.3381685516821
RAD54L2	501.353080106619	491.436291004421	410.029275232328	286.785705252084	373.387469853321	315.782563764704	647.123673705262	555.295597347337	440.0186479708	357.215228034658	317.42911567662	259.39766508601
RAD9A	497.639353587311	395.465567508608	511.804398906066	161.316959204297	206.862864184665	149.477012941913	110.428025465218	71.7367518104215	112.910445517035	242.778014263076	251.715719799706	297.442655965291
RAD9B	43.0792276239762	48.8126955711462	52.7180496727279	38.8355642528864	28.9608009858532	35.6369037477409	23.9389425833689	23.0266116922341	39.8507454766007	20.3206267444865	33.4135911238547	50.7266545057086
RADX	29.7098121544663	55.4313661570643	65.8975620909098	164.304310300673	184.107949124352	190.063486654618	230.894962336364	197.497477206469	155.251862585924	109.08968041777	138.1095099786	132.581028821738
RAE1	520.664458007023	449.242266019193	483.248788666672	270.853166071413	279.264866649298	253.417982206157	227.033842564853	286.947007241686	379.412305891803	389.300428157531	328.566979384572	297.442655965291
RAF1	675.155481210247	855.463173229918	694.853182491927	710.989560937458	701.265109586016	718.677558912775	638.629210207938	728.880823950332	679.123120830404	789.295923022687	731.757645612419	744.759518424722
RAI1	649.902140878951	677.586401233368	407.832689829298	277.823651962956	234.789350849595	219.760906444402	488.045539119004	383.481648566821	454.132453660429	277.002227727474	229.439992383802	219.046917183742
RAI14	257.732620439995	384.710227806491	447.371227083844	638.297350925645	780.907312297112	727.58678484971	442.484325815173	303.774146555242	283.106337656684	319.782494557972	376.459793328763	333.181889821586
RAI2	12.6266701656482	0	0	25.8903761685909	27.9264866649298	21.7781078458417	0	0	0	42.780266830498	55.6893185397579	48.4208974827218
RALA	1128.23011656586	825.679155593286	1057.28977399193	458.060501444301	509.9169602152	544.452696146041	1411.62538846446	1277.09131000775	1545.04661108237	587.159162248584	600.33085385859	541.852900401887
RALB	620.935074028346	450.896933665672	526.448301592935	375.410454444568	362.010012323164	370.227833379308	818.557391560355	603.120098554284	591.119391236244	392.508948169819	297.380961002307	406.966114557162
RALBP1	481.298956902355	486.472288064982	444.44244654647	461.047852540677	475.78458762473	513.765362363265	359.084138750533	540.239735856261	459.9440207091	395.717468182106	412.100957194208	360.850974097427
RALGAPA1	580.826827619817	654.421054182655	510.34000863738	1621.13586163331	1382.87824707449	1644.24714236105	676.468183968747	476.473734246997	428.395513873458	337.964107960934	353.070279542065	360.850974097427
RALGAPA2	1692.71654750072	1616.6102906105	1692.1029554677	2237.52597118553	2039.6678408608	1966.9591040767	1787.69845420964	1718.13948780516	1257.78915410521	771.114309619726	952.28734702986	959.19492156249
